username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
NoticiasAirSim,2018-07-28 00:12,0,3,"Jajaja, bueno, la suerte de poder escucharle por VATSIM =P",,,,1022967996833251335,https://twitter.com/NoticiasAirSim/status/1022967996833251335
NoticiasAirSim,2018-07-28 00:10,2,3,"El de salida LEMD, que además nos lo hemos encontrado en frecuencia mientras estaba con un alumno en LECU en @ vatsimSpain y el de llegada diría LEPA =P",,@,,1022967542237863936,https://twitter.com/NoticiasAirSim/status/1022967542237863936
NoticiasAirSim,2018-07-27 23:46,1,2,"Muy buena filosofía en la formación. Buen tiempo de respuesta, buenos recursos, buena flexibilidad y sin prisas, el tiempo y explicaciones necesarias para entender las cosas bien. Como siempre, recomendable probar VATSIM 100%",,,,1022961426762293248,https://twitter.com/NoticiasAirSim/status/1022961426762293248
NoticiasAirSim,2018-07-27 23:07,0,2,"Mañana en @ vatsim @ VATGER Frankfurt RealOps de 15z-21z. Evento en el que se espera gran cantidad de tráficos y buen control. Reservas, y más info como cartas, meteo o notams, en la web: https://vossenberg.org/vatsim/realops/  ¡Muy buena pinta! Igual me animo y participo.pic.twitter.com/AcSGR01Qf9",,@ @,,1022951752499388416,https://twitter.com/NoticiasAirSim/status/1022951752499388416
NoticiasAirSim,2018-07-27 18:16,0,0,Not bad... Lo he visto mejor =P,,,,1022878484027322368,https://twitter.com/NoticiasAirSim/status/1022878484027322368
NoticiasAirSim,2018-07-27 17:12,0,4,"Madrid Control, Barcelona Control, Canarias Control y Palma Control en @ vatsimSpain. Y esta tarde trainning en palma Torre a las 17z. ¡Mucho servicio ATC!pic.twitter.com/H5zUZf7XDx",,@,,1022862239106310144,https://twitter.com/NoticiasAirSim/status/1022862239106310144
NoticiasAirSim,2018-07-27 00:20,0,0,Eras tú el que estuviste controlando antes del trainning ehh. Tuviste un montón de tráfico :) La siguiente mencióname y me entero antes =P,,,,1022607709286350848,https://twitter.com/NoticiasAirSim/status/1022607709286350848
NoticiasAirSim,2018-07-27 00:07,0,1,¡Buena iniciativa! Muy buen grupo ;),,,,1022604410361470976,https://twitter.com/NoticiasAirSim/status/1022604410361470976
NoticiasAirSim,2018-07-26 22:44,1,5,"Yo ya he puesto mis ""clasecitas"". A ver si me desoxido yo también, que los alumnos son exigentes =P Dando siempre el 100% y una buena instrucción, o eso nos dicen.",,,,1022583432906506241,https://twitter.com/NoticiasAirSim/status/1022583432906506241
NoticiasAirSim,2018-07-26 22:35,0,3,"¡Gracias! De verdad, estos agradecimientos no cuestan nada y se agradecen. ¡Un placer!",,,,1022581108406403072,https://twitter.com/NoticiasAirSim/status/1022581108406403072
NoticiasAirSim,2018-07-26 22:22,1,7,Ahora mismo trainning en Ibiza Torre en @ vatsimSpain. ¡Pásate y ayuda a formarse como futuro S2 a un compañero!,,@,,1022578042282160128,https://twitter.com/NoticiasAirSim/status/1022578042282160128
NoticiasAirSim,2018-07-26 21:59,1,4,El compañero @ ArisMartinez_WP nos pasa esta captura de esta tarde de observador en Ibiza con el sector que ha creado mientras un buen número de tráficos circulaban por los cielos de @ vatsimSpain ¡Todos ayudando por un objetivo común!pic.twitter.com/GstDFsX0Ep,,@ @,,1022572257007362049,https://twitter.com/NoticiasAirSim/status/1022572257007362049
NoticiasAirSim,2018-07-26 20:24,0,0,Barcelona Control e Ibiza Rodadura conectados en @ vatsimSpain. Bastante tráfico por Ibiza :),,@,,1022548251021586434,https://twitter.com/NoticiasAirSim/status/1022548251021586434
NoticiasAirSim,2018-07-26 13:24,0,3,"¡Me alegro! Lástima que haya que llegar a estos extremos para que IVAO haga caso o se ponga a investigar posibles errores. Luego te puedes o no creer la explicación, por supuesto. Cuando van varias algunas serán verdad, otras no. Lo digo porque prefiero pensar así a que es torpe",,,,1022442500395597824,https://twitter.com/NoticiasAirSim/status/1022442500395597824
NoticiasAirSim,2018-07-26 00:29,1,1,"Hombre, ya te digo que no metece la pena luchar contra el sistema. Si lo hacen que lo hagan, pero sin más. La suspensión me ha enseñado qe no todo es IVAO, VATSIM ofrece cosas muuuy buenas, y que debería haberme ido antes y mucha gente enfadada, en mi opinión, debería hacer igual",,,,1022247588374999040,https://twitter.com/NoticiasAirSim/status/1022247588374999040
NoticiasAirSim,2018-07-26 00:22,0,1,"A mi me suspendieron por difamación en twitter. Cosa que no he hecho, pero bueno. En principio 15 días. Pedí explicaciones y enlaces a los tweets. La respuesta fue que en vez de 15 dias de suspensión sería un año. Explicaciones 0. Por eso digo, es siempre lo mismo.",,,,1022245769393446912,https://twitter.com/NoticiasAirSim/status/1022245769393446912
NoticiasAirSim,2018-07-26 00:20,0,1,"En fin. No se merecen, creo yo, más de nuestro tiempo. Yo diría un adiós y listo. Creo que hay personas con muchas ganas de hacer cosas que al final ellos mismos la desgastan y desilusionan. En todos lados habrá de todo, es obvio, pero la actitud lo es todo. Es hora de cambiar.",,,,1022245178244063232,https://twitter.com/NoticiasAirSim/status/1022245178244063232
NoticiasAirSim,2018-07-26 00:17,0,0,"Efectivamente. Que no te hayan dado explicaciones es un hecho. Pues que espabilen, pero estás en tu derecho de quejarte. No por ser voluntarios tienen inmunidad. Lo de siempre, como si las VAs no los movieran también voluntarios. Y luego quieren controlar todas las opiniones.",,,,1022244377178120192,https://twitter.com/NoticiasAirSim/status/1022244377178120192
NoticiasAirSim,2018-07-26 00:15,0,0,"Todo se puede mejorar. El problema es si hay actitud para ello y buen hacer. ESA es la DIFERENCIA. Sí, si te metes en mi perfil podrás ver que puse lo que pensaba sobre la nueva normativa y varios opinaron. Pregunte por twitter a IVAO y aún no me han contestado y post cerrado.",,,,1022243881038032896,https://twitter.com/NoticiasAirSim/status/1022243881038032896
NoticiasAirSim,2018-07-26 00:12,0,0,"Y no quiero ir de sabelotodo ni “chamán”, pero es evidente los continuos problemas que hay, y siempre lo mismo. Es una pena pero es así. Gente con mucho poder se le va la mano, creo yo. Igual me confundo, pero...",,,,1022243302681313280,https://twitter.com/NoticiasAirSim/status/1022243302681313280
NoticiasAirSim,2018-07-26 00:10,0,0,“Yo es que vuelo y no me complico”. Pues... el día que tengas un problema te acedarás de eso. El día que quieras tener buen ambiente lo mismo. El día que descubras el tiempo que has invertido en un proyecto que no va a buen puerto igual recuerdas lo que dije.,,,,1022242815848443904,https://twitter.com/NoticiasAirSim/status/1022242815848443904
NoticiasAirSim,2018-07-26 00:07,1,1,"Yo, sinceramente, la gente que me dice que tengo razón, que ellos IVAO no...no, pero sigen volando por “pereza”, no las entiendo. Tardas 1 día a lo sumo en buscarte otra red, VATSIM por ejemplo. Y los amigos igual. Y así entenderán por estadística pura que algo hacen mal.",,,,1022241993349636097,https://twitter.com/NoticiasAirSim/status/1022241993349636097
NoticiasAirSim,2018-07-26 00:05,0,1,"Sacarán otra normativa que bla bla bla... y así sucesivamente para tener ellos el “chiringuito”. He pasado por ello de otras formas, y te digo que lo mejor que puedes hacer es irte. No es la primera vez ni será la última. No vale la pena arreglar algo que no quieren arreglar.",,,,1022241377277685761,https://twitter.com/NoticiasAirSim/status/1022241377277685761
NoticiasAirSim,2018-07-25 23:57,1,1,"Si que hay que hacer burocracia... y encima desagradable. Insisto, nada nuevo. Ojo, puede ser que no os la den por un motivo real, pero entonces las cosas se hablan, se explican, se miran soluciones... Pero no son así. Y lo peor, que no fallan una vez ni dos, es constante.",,,,1022239325218648064,https://twitter.com/NoticiasAirSim/status/1022239325218648064
NoticiasAirSim,2018-07-25 23:45,1,2,"Nah, tampoco me lo tomo a pecho. Me han dicho muchas cosas más, pero eso me da igual, no me parece que tenga imoortancia. Sí que me parece importante ciertas acciones y formas de proceder. Algunas nuevas VAs tienen el certificado casi de inmediato. Luego miras el staff y...",,,,1022236354195992577,https://twitter.com/NoticiasAirSim/status/1022236354195992577
NoticiasAirSim,2018-07-25 23:43,1,1,Creo que cosas privadas no deberían ser publicadas. Pero... ¿que significa ese correo?,,,,1022235897658593281,https://twitter.com/NoticiasAirSim/status/1022235897658593281
NoticiasAirSim,2018-07-25 23:42,0,0,"Denunciable no creo. Sería rebuscar mucho y me parecería una tontería por un hobby. Desde luego cada uno pone las normas que quiera en “propiedad privada”, pero también luego la gente es libre de opinar (a pesar de la nueva normativa) o de irse a otro lado.",,,,1022235611766423557,https://twitter.com/NoticiasAirSim/status/1022235611766423557
NoticiasAirSim,2018-07-25 22:31,1,2,"A mi me enfada mucho estos temas. Según el staff soy “troll”. No. A mi me da pena que teniendo tantas cosas buenas como tiene IVAO haga estas cosas. En balance claramente, ahora mismo, gana VATSIM por muchísimas cosas. Evidentemente en todos lados hay cosas...",,,,1022217728441106432,https://twitter.com/NoticiasAirSim/status/1022217728441106432
NoticiasAirSim,2018-07-25 22:25,0,1,"Yo ya he dicho lo que creo. Tras hacerlo por vía privada y ponerlo por el foro, creo que hay que ponerlo públicamente e irse de IVAO. Mucha norma “tonta” para que luego se haga lo que se quiera. Las cosas simples, como ya dijen, funcionan mejor. Tiene tela el asunto.",,,,1022216270341713920,https://twitter.com/NoticiasAirSim/status/1022216270341713920
NoticiasAirSim,2018-07-25 22:12,0,1,"Sinceramente creo que no hay que perder más tiempo con esta gente. No merece la pena, de verdad os lo digo. Ellos tienen la “sartén por el mango”. VATSIM está muy bien y no es, para nada, menos que IVAO. En fin... lo de que tiene que haber de todo algunos no lo entienden.",,,,1022213097614979074,https://twitter.com/NoticiasAirSim/status/1022213097614979074
NoticiasAirSim,2018-07-25 22:11,0,1,"Entiendo qe tenéis permisos de la real. Partiendo de eso... es su “modus operandi”. Ellos para ellos. Siempre lo digo. Al final ellos harán lo que quieran, habiendo norma o no. Y si no dan explicaciones mejor. Igual ahora te contestan y te dan una explicación de risa, suele pasar",,,,1022212654298013704,https://twitter.com/NoticiasAirSim/status/1022212654298013704
NoticiasAirSim,2018-07-25 17:28,0,0,"Enhorabuena, Victor. Felices y seguros vuelos ;)https://twitter.com/vasaviation/status/1022118287168204801 …",,,,1022141550506196992,https://twitter.com/NoticiasAirSim/status/1022141550506196992
NoticiasAirSim,2018-07-25 16:57,3,12,Dar la enhorabuena a @ Quiquegarciaa por ganar el II concurso de capturas de # QuedadasFlightSimmers con esta preciosa captura tomada en crucero de Alicante a Santiago sobrevolando Madrid. ¡Enhorabuena y gracias por participar! 13 votos se ha llevado la captura :)pic.twitter.com/CVSHJKGlBB,,@,#,1022133630016135171,https://twitter.com/NoticiasAirSim/status/1022133630016135171
NoticiasAirSim,2018-07-25 16:21,0,2,"Y así se ve la parte de vuelo... https://www.youtube.com/watch?v=lQOOQ-KB0Ec … Chulo, ¿verdad?",,,,1022124677148430336,https://twitter.com/NoticiasAirSim/status/1022124677148430336
NoticiasAirSim,2018-07-25 16:18,1,2,"UNIGINE 2018 Showreel https://youtu.be/yEFtbhrD7qg  Imaginaos este motor gráfico para el simulador... Eso sí, supongo que el ordenador que lo mueve no es ""moco de pavo"".",,,,1022123948958523392,https://twitter.com/NoticiasAirSim/status/1022123948958523392
NoticiasAirSim,2018-07-25 12:16,0,1,"Ya, ya, por eso decía el matiz de ""depende de con que avión"". Si hay suerte y vuelas Airbus te ""salva la vida"" jaja.",,,,1022063056766025728,https://twitter.com/NoticiasAirSim/status/1022063056766025728
NoticiasAirSim,2018-07-25 12:11,0,1,"Desde luego yo prefiero ILS. No se como da tiempo, en esta aproximación, a mirar la ciudad. No es de las más complicadas, pero una NDB es una NDB. Depende de con que avión, está claro jaja.",,,,1022061832075444224,https://twitter.com/NoticiasAirSim/status/1022061832075444224
NoticiasAirSim,2018-07-25 12:01,0,1,Tiene su cosa esta aproximación. Aquí uno se gana el sueldo =P,,,,1022059287965822976,https://twitter.com/NoticiasAirSim/status/1022059287965822976
NoticiasAirSim,2018-07-25 11:11,0,1,"¡Se ve estupendo! Que bien, me alegro que haya gente que trate de hacer nuevas cosas para la comunidad. Esta es la comunidad de VATSIM. No llevas ni un mes y ya dando “guerra” =P Gracias Aris. Un software como Euroscope es muy manipulable.",,,,1022046707247398913,https://twitter.com/NoticiasAirSim/status/1022046707247398913
NoticiasAirSim,2018-07-25 10:49,0,1,"De nada, un placer :)",,,,1022041095692279808,https://twitter.com/NoticiasAirSim/status/1022041095692279808
NoticiasAirSim,2018-07-25 10:41,0,1,"Es decir, veo claro que este la RWY15 activa. Vaya, es evidente. Me sorprendería lo contrario. Siempre hay factores como el pronóstico u operacionales que pueden afectar, además del viento, a poner una u otra.",,,,1022039165985271808,https://twitter.com/NoticiasAirSim/status/1022039165985271808
NoticiasAirSim,2018-07-25 10:39,0,1,"Siempre se eligen y se aguanta la que tenga mejores ayudas. Tienes de margen hasta 10Kt de componente en cola. Aún así, si está la 33 por lo que sea, y se puede aterrizar por la 15, seguro que los tráficos pedirán la 15. Me huelo, además, a que la configuración preferente es 15.",,,,1022038612936982528,https://twitter.com/NoticiasAirSim/status/1022038612936982528
NoticiasAirSim,2018-07-25 00:13,1,5,"Por ello aora narro mi descubrimiento de VATSIM. Como lo he vivido y mis opiniones. Además de fomentar el vuelo y control aquí porque me parece una mejor red, personalmente. Y hacer lo mismo que en IVAO, eventos, consultas... Lo digo para que quede claro mi contenido ;)",,,,1021881098979237890,https://twitter.com/NoticiasAirSim/status/1021881098979237890
NoticiasAirSim,2018-07-25 00:10,1,4,"Cabe recalcar que lo que llevo diciendo de IVAO son opiniones, tanto a favor como en contra de du manera de hacer las cosas, así como el fomento de VAs, vuelos en grupo, eventos, consultas en general... Y ahora, suspendido de IVAO, me veo imposibilitado de ciertas cosas.",,,,1021880402414370816,https://twitter.com/NoticiasAirSim/status/1021880402414370816
NoticiasAirSim,2018-07-25 00:04,2,10,"Me ha llegado un mensaje directo de un usuario que pensaba que lo que decía de IVAO eran ataques “porque sí” y el decir lo que digo de VATSIM era para “fastidiar” a IVAO. Se ha dado cuenta, al fin, de la situación actual y hasta se ha disculpado. Te honra, compañero. ¡Gracias!",,,,1021878754044518401,https://twitter.com/NoticiasAirSim/status/1021878754044518401
NoticiasAirSim,2018-07-24 23:52,0,3,"... no tengo ningún problema y seguro que cualquier persona puede corroborarlo. Eso sí, lo que este señor predica y luego hace no coincide. Por no decir lo “veleta” que es. Tiene narices la cosa. En fin, no hay que darle más bombo. La gente que me encuentro suele ser muy amable.",,,,1021875764541706241,https://twitter.com/NoticiasAirSim/status/1021875764541706241
NoticiasAirSim,2018-07-24 23:50,0,3,"Si. Se piensa que la vida es PMDG, FSlabs y repetir lo que cuatro “frikis” dicen por los foros. Además de preocuparle el exterior antes del interior. Que bueno, cada uno hace lo que quiera, pero que no me venga de que sabe, y menos con este comportamiento. A las buenas yo bien...",,,,1021875317617688580,https://twitter.com/NoticiasAirSim/status/1021875317617688580
NoticiasAirSim,2018-07-24 23:19,0,1,"Tranquilo, Dani es buen tío. Al otro no le pueden tirar en la entrevista personal porque no es piloto... Cuanto ahí lo que ha pasado, ni mas ni menos.",,,,1021867464592900097,https://twitter.com/NoticiasAirSim/status/1021867464592900097
NoticiasAirSim,2018-07-24 22:34,0,0,"Sí, de donde no hay... Por suerte este tipo de gente se queda en IVAO.",,,,1021856134762823680,https://twitter.com/NoticiasAirSim/status/1021856134762823680
NoticiasAirSim,2018-07-24 22:05,0,3,"Por cierto, la próxima vez que cojas el móvil de otra persona para insultar a un tercero, asegúrate de escribir bien el nombre, que al ver Juaquin ya he supuesto que serías tú. Un saludo. Deberia darte vergüenza a ti y a cualquiera que simpatice contigo.",,,,1021848761537056771,https://twitter.com/NoticiasAirSim/status/1021848761537056771
NoticiasAirSim,2018-07-24 22:02,0,2,"Misterio resuelto. Ha sido Andre Alarcon. Me parecía muy extraño y por eso te he escrito, me pareces buen tío. Sin embargo el otro caballero, ese que dice que la gente mala se va a VATSIM... debería hacérselo mirar. Continuas trifulcas con la gente. “Oro puro”",,,,1021848154407350272,https://twitter.com/NoticiasAirSim/status/1021848154407350272
NoticiasAirSim,2018-07-24 20:50,0,3,"Palma Torre, aproximación y Control en @ vatsimSpain.",,@,,1021830000843083777,https://twitter.com/NoticiasAirSim/status/1021830000843083777
NoticiasAirSim,2018-07-24 20:49,0,2,"Me comentan que se os une Aproximación a la fiesta, jeje.",,,,1021829709485756418,https://twitter.com/NoticiasAirSim/status/1021829709485756418
NoticiasAirSim,2018-07-24 20:21,0,2,"Y creciendo, ahora 9 salidas. ¡Seguro que así aprovecháis bien el trainning! Me alegro, chicos.",,,,1021822709460815873,https://twitter.com/NoticiasAirSim/status/1021822709460815873
NoticiasAirSim,2018-07-24 19:07,1,2,"Nada nuevo, esto lleva pasando tiempo, no es ningún cambio drástico ni ninguna novedad... Y se ha dicho muchas veces, pero... En fin, VATSIM 100% recomendable.",,,,1021803950918574082,https://twitter.com/NoticiasAirSim/status/1021803950918574082
NoticiasAirSim,2018-07-24 17:45,1,8,"¡Acabo de descubrir una nueva cosa del vPilot de @ vatsim leyendo un poco su documentación! Al configurar el PTT si en vez de una tecla del teclado pulsas un botón del joystick el vPilot lo detecta y te lo pone. Sin hacer nada más, configuras, pulsas y listo. Sencillez.pic.twitter.com/VT6j7vy9nm",,@,,1021783352611950592,https://twitter.com/NoticiasAirSim/status/1021783352611950592
NoticiasAirSim,2018-07-24 17:18,0,1,Un control durante la aproximación PAR que si cierro los ojos parece que estoy escuchando la frecuencia real. Vaya dominio y vaya juego que da el Euroscope. Cada día más contento y convencido del buen hacer de esta red.,,,,1021776595105865728,https://twitter.com/NoticiasAirSim/status/1021776595105865728
NoticiasAirSim,2018-07-24 17:15,1,4,"Madrid y Barcelona Control en @ vatsimSpain. Además, sobre las 19LT trainning en LEPA_GND y posible soporte de TWR. ¡Buen control chicos!",,@,,1021775890924097538,https://twitter.com/NoticiasAirSim/status/1021775890924097538
NoticiasAirSim,2018-07-24 16:48,1,3,"EdAv-Training GCA https://youtu.be/BhI-XhH-T88  ¡Muy chula esa aproximación PAR! Persiguiendo la realidad @ EdAv_Falcon. En @ VATSIMSpain entiendo, ¿no?",,@ @,,1021769070335746049,https://twitter.com/NoticiasAirSim/status/1021769070335746049
NoticiasAirSim,2018-07-24 16:34,0,0,"JAJAJA justo ayer, mientras volaba, estuvimos hablando y bromeando con esto con unos amigos. ""As Real as it gets"", ¿no?",,,,1021765539423834112,https://twitter.com/NoticiasAirSim/status/1021765539423834112
NoticiasAirSim,2018-07-24 13:56,0,1,¡Que vaya bien el trainning! Yo a ver si vuelvo a las andadas... :),,,,1021725788842991616,https://twitter.com/NoticiasAirSim/status/1021725788842991616
NoticiasAirSim,2018-07-24 12:09,0,1,"Gracias. Claramente sois unos “cracks”. De verdad. Ahora ya si mejoráis la web sería la caña. ¡Seguid así, con vuestra forma de ser!",,,,1021698948690522112,https://twitter.com/NoticiasAirSim/status/1021698948690522112
NoticiasAirSim,2018-07-24 12:07,0,1,Confirma lo que me ha ido llegando y he ido diciendo... VATSIM más abierto y más real. A ver si os veo por esos cielos ;),,,,1021698284770009088,https://twitter.com/NoticiasAirSim/status/1021698284770009088
NoticiasAirSim,2018-07-24 12:02,0,1,"Pues igual los de @ defensaaerea deberían hablar com los de EDAV. No se, por unir fuerzas hacia mismo objetivos. Como ya dije, no me gusta los grupos cerrados y que hacen lo mismo. Es como las VAs repetidas.",,@,,1021697188848656384,https://twitter.com/NoticiasAirSim/status/1021697188848656384
NoticiasAirSim,2018-07-24 07:18,0,1,¡Que chulada! Con práctica real y todo. ¿Soy yo o hay uno que observa donde cae las bombas y se lo va notificando a los pilotos? Muy chulo el poder hacer prácticas reales. ¿El control ATC como es en ese caso?,,,,1021625581086101504,https://twitter.com/NoticiasAirSim/status/1021625581086101504
NoticiasAirSim,2018-07-24 03:34,0,0,¡Acordaros de reuniros los diferentes grupos ya creados y hacer un llamamiento a todo aquel que quiera ayudar ;),,,,1021569220067385344,https://twitter.com/NoticiasAirSim/status/1021569220067385344
NoticiasAirSim,2018-07-23 23:29,0,1,¡Buen vuelo! :),,,,1021507595474018306,https://twitter.com/NoticiasAirSim/status/1021507595474018306
NoticiasAirSim,2018-07-23 23:15,1,4,"De hecho así estoy, suspendido, y bien contento de haber descubierto VATSIM. Totalmente positivo esa suspensión, aunque me dio rabia por ser algo totalmente injusto y sin explicaciones. ¡Hay que ser valientes y luchar por los ideales! Sean cuales sean, todo se puede hablar bien.",,,,1021503977052098560,https://twitter.com/NoticiasAirSim/status/1021503977052098560
NoticiasAirSim,2018-07-23 23:13,0,3,"Me da mucha rabia que muchos me hayáis hablado por MD por miedo a ser suspendidos e, incluso, se haya borrado tweets. Desde luego que este no es el camino, IVAO. Así no se hace una comunidad con buen ambiente. Además, IVAO no lo es todo, prefiero ser suspendido si así lo deciden.",,,,1021503606137282561,https://twitter.com/NoticiasAirSim/status/1021503606137282561
NoticiasAirSim,2018-07-23 23:00,0,5,"Lo siento, prefiero perder seguidores o ser suspendido por mis opiniones y mis pensamientos que agradar a todo el mundo y no tener juicio ni opinión. Ya lo siento, las cosas claritas, y ninguna norma podrá evitar qe esté en silencio sin poder OPINAR de forma totalmente respetuosa",,,,1021500359406247939,https://twitter.com/NoticiasAirSim/status/1021500359406247939
NoticiasAirSim,2018-07-23 22:49,0,0,"Tanto como mierda... Eso sí, cada día estoy seguro de que VATSIM tiene un potencial y una comunidad infinitamente mejor a IVAO y que IVAO entrará en una época de decadencia. Me sabe mal no haber encontrado y haberme animado a pasarme a VATSIM antes y dejar de luchar contra muros.",,,,1021497654008795136,https://twitter.com/NoticiasAirSim/status/1021497654008795136
NoticiasAirSim,2018-07-23 22:48,0,1,"La DA 40 con viento es bastante difícil. Mucho plano, poco peso, flota mucho y hace un efecto ""veleta"". Aún así, se pierde la experiencia de volar esos aviones. Ayy cuando ya no hay PFD ni FD. Como bien dices, cosas de prácticas, cada uno será bueno en lo suyo =P",,,,1021497281575616513,https://twitter.com/NoticiasAirSim/status/1021497281575616513
NoticiasAirSim,2018-07-23 22:46,0,1,"Entra en vigor el 1 de agosto, pero tranquilo, aún sin normativa ya suspendían a las personas ;) Que IVAO España y, cuando recurría las cosas afuera también eran así, es algo totalitaria lo sabemos todos. Ellos ""mandan"" Pues nada....",,,,1021496757845467138,https://twitter.com/NoticiasAirSim/status/1021496757845467138
NoticiasAirSim,2018-07-23 22:18,1,1,Por poner un ejemplo de hace unos días... que no me invento las cosas: https://twitter.com/Monterde_Cmr/status/1009160794255261698 … ¿Estás ahí con la tensión cada vez que se realiza un vuelo de entrenamiento? Además ellos publican todo lo que hacen. En fin.,,,,1021489788371783681,https://twitter.com/NoticiasAirSim/status/1021489788371783681
NoticiasAirSim,2018-07-23 22:16,0,0,"Y ahora quieren controlar, visto que ya el foro tiene la fama que tiene, las RRSS. No vayamos a poner nuestra opinión. Sinceramente no entiendo su ""estrategia"". Y mientras están mirando por esto o por las medallitas no están mirando lo realmente importante en la red. En fin...",,,,1021489221360644099,https://twitter.com/NoticiasAirSim/status/1021489221360644099
NoticiasAirSim,2018-07-23 22:14,1,1,"Insisto y me repito, quieren controlar lo que no pueden controlar. El foro lo tenían bien controlado, cerraban post cuando querían, lo borraban, y moderaban como les daba la gana, porque es una verdad como un templo. Si ocurre una vez vale, pero más de 3 es sospechoso...",,,,1021488826806611969,https://twitter.com/NoticiasAirSim/status/1021488826806611969
NoticiasAirSim,2018-07-23 22:13,0,1,"¡Que suerte! No será la primera vez que leo conversaciones tensas entre staffs y usuarios simulando ""operaciones especiales"", militares vaya.",,,,1021488500678508545,https://twitter.com/NoticiasAirSim/status/1021488500678508545
NoticiasAirSim,2018-07-23 22:03,0,1,"¡Y siguiendo creciendo! Con sencillez y buen hacer. 80.000 usuarios, se dice pronto.https://twitter.com/vatsim/status/1021480527281446918 …",,,,1021486028673245184,https://twitter.com/NoticiasAirSim/status/1021486028673245184
NoticiasAirSim,2018-07-23 22:02,0,1,"Ojito, recuerdo que IVAO a las operaciones especiales no tiene un gran aprecio. Por lo que he podido leer, que no comprobar, en VATSIM da más libertad para llevar absolutamente todo o casi todo a la realidad. Ojalá reabráis :)",,,,1021485785823039489,https://twitter.com/NoticiasAirSim/status/1021485785823039489
NoticiasAirSim,2018-07-23 22:01,0,0,"Por supuesto, y si añadimos buenos compañeros/buena comunidad ya da la combinación perfecta. Porque volar con ATCs ""chapas"" es muy deprimente, porque si no se vuela offline directamente.",,,,1021485462056263682,https://twitter.com/NoticiasAirSim/status/1021485462056263682
NoticiasAirSim,2018-07-23 21:59,1,2,"¡Me alegro! :) Es ponerse a hablar, que la gente que quiera ayudar que se vaya poniendo en contacto con vosotros y hacer grupo. Cuantos más mejor y mejores ideas. ¡A por todas!",,,,1021485075131772929,https://twitter.com/NoticiasAirSim/status/1021485075131772929
NoticiasAirSim,2018-07-23 21:58,0,0,"Pues eso, que sepas el por qué me cansé y decidí publicar ciertas cosas, a modo de historias, que me han ido ocurriendo, incluso con captura de lo que había puesto o dejado de poner. Esto, se tomo como difamaciones y se me suspendió. Como pretende esta nueva norma.",,,,1021484695404654594,https://twitter.com/NoticiasAirSim/status/1021484695404654594
NoticiasAirSim,2018-07-23 21:53,0,1,"Hoy ha tocado Madrid-Barcelona con los compañeros, como los viejos tiempos. @ OscarBerengue10 tenía problemas con la conexión en Barcelona Control. ¿Estabas controlando compartiendo datos desde el móvil? Aún así muy buena gestión de la situación, no ha habido mucho caos.pic.twitter.com/Yvl53FD4gv",,@,,1021483449331445760,https://twitter.com/NoticiasAirSim/status/1021483449331445760
NoticiasAirSim,2018-07-23 21:48,0,3,"Si tuviera suficiente tiempo os ayudaría, pero ya con Madrid Air Services y las quedadas voy que me falta tiempo, ya lo siento chicos. Pero para cualquier cosa que pueda ¡contad conmigo!",,,,1021482132240261123,https://twitter.com/NoticiasAirSim/status/1021482132240261123
NoticiasAirSim,2018-07-23 21:41,0,2,"¿Es ironía? jaja Yo lo digo en serio. Simplemente es agruparse, siendo cada ala o agrupación independiente, con sus estructuras, pero tratando que la formación y la manera de actuar sean comunes. Estaría chulo, la verdad. Yo tengo interés por el Grupo 45, pero el tiempo no da.",,,,1021480485090930689,https://twitter.com/NoticiasAirSim/status/1021480485090930689
NoticiasAirSim,2018-07-23 21:39,0,2,Los cielos europeos ahora mismo en @ vatsim. ¿Vuelas? ¿Controlas? :)pic.twitter.com/9116jhIIGN,,@,,1021479978674921473,https://twitter.com/NoticiasAirSim/status/1021479978674921473
NoticiasAirSim,2018-07-23 21:33,0,0,Como yo ha habido más gente y da mucha rabia e impotencia cuando sucede. Por ello creo que debe prevalecer la opinión y las sugerencias públicas. Menos leyes “chorras” y más fijarse en lo realmente importante y preocupante de la red.,,,,1021478490191929345,https://twitter.com/NoticiasAirSim/status/1021478490191929345
NoticiasAirSim,2018-07-23 21:31,0,0,"... las respuestas. Muchas de ellas rozando la falta de respeto. Por ello me decidí a poner también las cosas de forma pública, que la gente sepa que SÍ trato de aportar ni granito de arena con muchas cosas y que muchas veces las respuestas son como son o no hay ni respuesta.",,,,1021477932072660992,https://twitter.com/NoticiasAirSim/status/1021477932072660992
NoticiasAirSim,2018-07-23 21:27,0,0,"Tuviste suerte. Por supuesto que la educación nunca hay que perderla y que las cosas se dicen bien, coincido, pero no creas que cuando pongo por aquí algo no lo he intentado ya por esa misma vía. Es más me ha dado rabia muchas veces el, al ser una vía privada, no poder poner...",,,,1021476962634752007,https://twitter.com/NoticiasAirSim/status/1021476962634752007
NoticiasAirSim,2018-07-23 20:57,2,2,"Yo ya dije que lo que hay que hacer es bogar por la unión. Hablar de los pubtos en comun y poner objetivos. Estoy seguro que entre vosotros, con la ilusión que tenéis, podréis hacer un buen Ejercito del Aire Virtual con sus subdivisiones ;) Lo importante no es quien es el jefe :)",,,,1021469374287400960,https://twitter.com/NoticiasAirSim/status/1021469374287400960
